Pump01_HUVEC-Gag-EIF4E_NHLF_Day01	Pump02_HUVEC-Gag-EIF4E_NHLF_Day01	Pump03_HUVEC-Gag-EIF4E_NHLF_Day01	Pump04_HUVEC-Gag-EIF4E_ESC_Day01	Pump05_HUVEC-Gag-EIF4E_ESC_Day01	Pump06_HUVEC-Gag-EIF4E_ESC_Day01	Pump01_HUVEC-Gag-EIF4E_NHLF_Day02	Pump02_HUVEC-Gag-EIF4E_NHLF_Day02	Pump03_HUVEC-Gag-EIF4E_NHLF_Day02	Pump04_HUVEC-Gag-EIF4E_ESC_Day02	Pump05_HUVEC-Gag-EIF4E_ESC_Day02	Pump06_HUVEC-Gag-EIF4E_ESC_Day02	Pump01_HUVEC-Gag-EIF4E_NHLF_Day03	Pump02_HUVEC-Gag-EIF4E_NHLF_Day03	Pump03_HUVEC-Gag-EIF4E_NHLF_Day03	Pump04_HUVEC-Gag-EIF4E_ESC_Day03	Pump05_HUVEC-Gag-EIF4E_ESC_Day03	Pump06_HUVEC-Gag-EIF4E_ESC_Day03	Pump01_HUVEC-Gag-EIF4E_NHLF_Day04	Pump02_HUVEC-Gag-EIF4E_NHLF_Day04	Pump03_HUVEC-Gag-EIF4E_NHLF_Day04	Pump04_HUVEC-Gag-EIF4E_ESC_Day04	Pump05_HUVEC-Gag-EIF4E_ESC_Day04	Pump06_HUVEC-Gag-EIF4E_ESC_Day04	Pump01_HUVEC-Gag-EIF4E_NHLF_Day05	Pump02_HUVEC-Gag-EIF4E_NHLF_Day05	Pump03_HUVEC-Gag-EIF4E_NHLF_Day05	Pump04_HUVEC-Gag-EIF4E_ESC_Day05	Pump05_HUVEC-Gag-EIF4E_ESC_Day05	Pump06_HUVEC-Gag-EIF4E_ESC_Day05	Pump01_HUVEC-Gag-EIF4E_NHLF_Day06	Pump02_HUVEC-Gag-EIF4E_NHLF_Day06	Pump03_HUVEC-Gag-EIF4E_NHLF_Day06	Pump04_HUVEC-Gag-EIF4E_ESC_Day06	Pump05_HUVEC-Gag-EIF4E_ESC_Day06	Pump06_HUVEC-Gag-EIF4E_ESC_Day06	Pump01_HUVEC-Gag-EIF4E_NHLF_Day07	Pump02_HUVEC-Gag-EIF4E_NHLF_Day07	Pump03_HUVEC-Gag-EIF4E_NHLF_Day07	Pump04_HUVEC-Gag-EIF4E_ESC_Day07	Pump05_HUVEC-Gag-EIF4E_ESC_Day07	Pump06_HUVEC-Gag-EIF4E_ESC_Day07	Pump07_Control_NHLF_Day01	Pump07_Control_NHLF_Day02	Pump07_Control_NHLF_Day03	Pump07_Control_NHLF_Day04	Pump07_Control_NHLF_Day05	Pump07_Control_NHLF_Day06	Pump07_Control_NHLF_Day07	Pump08_Control_NHLF_Day01	Pump08_Control_NHLF_Day02	Pump08_Control_NHLF_Day03	Pump08_Control_NHLF_Day04	Pump08_Control_NHLF_Day05	Pump08_Control_NHLF_Day06	Pump08_Control_NHLF_Day07	Pump09_Control_NHLF_Day01	Pump09_Control_NHLF_Day02	Pump09_Control_NHLF_Day03	Pump09_Control_NHLF_Day04	Pump09_Control_NHLF_Day05	Pump09_Control_NHLF_Day06	Pump09_Control_NHLF_Day07
ZNF570	0	4.25635	104.541	0.816789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89284	0	0	0	0	0	0	5.79614	0.104527	0	0	0	1.49739	27.7208	0	4.409	0	0	11.9094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF571	0	0	0	0	0	0	0	14.6172	0	0	0	0	0	1.02276	0	0	0.259085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF573	0	6.585248	2.016508	4.95688	7.47729	0.822295	0.504655	3.08137	2.449	0.852554	3.49964	8.49483	2.128998	2.33965	0.583577	0.628354	4.559543	1.697996	1.899911	1.936893	2.227829	1.49214	0.821784	10.36373	1.24363	2.397949	1.327513	20.74434	1.019749	3.687658	2.8959438	4.533334	0.6919601	0.983557	0.752836	5.037937	0.42564	2.14851	0.953633	0.441422	0.9509746	0.918495	0	0	0	0	0	0	0	0	0	10.7044	0	0	0	0	0	0	0	0	0	0	0
ZNF574	0	0.298517	0	0	0.381327	0	0	0	108.865	117.094	0	0	0	0	0	0	0	0.265185	0	6.29829	0	16.5667	0	0	32.2537	0.871629	0	0	0.0606604	0	17.9687	0.51341	55.322	4.25633	0.533556	19.0553	26.028	0.0603507	0	0	0	12.8916	0	0	0	72.7511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85555	0	0.131918	0	0	0	0	5.47239	7.57921	0	0	17.5924	0	0	0	47.3861	0	0	0	0	0	0	9.77083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF576	139.125	0	0	0	0	6.19479	11.8751	0	0	31.9851	0	115.214	0	24.1887	0	1.07515	19.029	50.3728	68.483	55.257	10.3315	3.36028	0	73.648	0	65.6224	0	40.3777	25.16	0	79.6711	14.8443	49.6905	0	0.103683	30.6856	22.3359	10.679	123.541	23.2102	23.2142	43.0258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF577	1.68007	1.60536	13.2396	8.21398	7.18463	0.349088	0.901943	5.08863	0	5.05617	157.14151	0.293722	0.695221	28.7076	0.818354	15.517278	5.31765	5.35528	1.74725	7.07267	0.989202	2.22332	0	0.411455	51.19805	29.5013	0.298117	1.57978	14.1717	3.12207	0.236271	5.46779	0.268513	0.635175	0.905173	0.370793	0.83947	4.27441	33.19899	0.106972	0.369155	0.303176	0	0	7.15588	6.00436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF578	9.57923	5.95611	4.92947	8.94081	11.3399	2.68144	0.984211	5.32366	1.71324	1.3974	6.94745	1.502	1.27128	4.1659	5.43425	4.07682	22.1389	8.37497	1.34287	4.25534	3.06107	3.77649	17.6291	10.981	3.55373	11.2994	1.56629	9.40897	8.95998	5.41274	1.32901	2.54373	1.90298	11.9245	8.50682	3.26366	4.7193	2.70425	1.57973	5.7646	8.66079	8.36612	0	0	0	0	0	0	0	0	0	8.50814	0	0	0	0	0	0	0	0	0	3.59684	7.55024
ZNF579	12.8003	0	17.6657	0	0	0	0	0	4.01139	13.5465	0	6.73743	11.8918	19.6771	0	0.303397	0	0	0	13.6513	7.61048	0	5.70257	49.9888	28.2322	12.5667	8.33551	14.9577	9.35317	14.0184	7.94471	15.109	3.58087	0.655414	3.86567	4.34317	14.1479	12.3562	22.4062	19.1537	3.78378	9.80035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF580	0	0	256.97696	0.679779	16.468	0	145.345	70.9922	0	2.88198	112.1717	0.632308	89.87	18.3152	64.8927	7.48625	2.56098	5.98219	47.908	10.4746	0	105.236	6.23374	54.4654	8.19781	156.011661	1.44348	2.80926	148.029	1.27232	35.2887	30.3815	206.488	65.0407	6.15151	148.647	0.159267	17.0054	111.693	5.2768	167.722	10.6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF581	0	0	0	0	0	0.904909	1.12124	0	23.4173	0	0.998204	0	26.0278	1.0226	290.579	102.354	233.732	0	0.206643	79.7132	14.178	34.9399	0.721018	0	0	67.5815	0	35.1333	38.1585	24.5199	59.7554	0	0.849886	4.34132	0.166219	5.9427	171.739	230.927	20.2033	125.092	25.6105	29.157	0	0	18.7043	15.729	0	0	0	0	0	0	0	0	0	0	0	0	40.6022	0	0	0	0
ZNF582	0	0	0	0	0	0	0	0	4.84322	0	0	0	0	0	17.6642	0	0	0	0	0	0	0	0	0	0	8.93779	0	0.565251	0	0	0	0	0	0	0	3.61096	0	0	11.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF582-AS1	4.8831201	75.1143663	9.24396614	28.1101	4.53622085	21.6937208	0	2.75004156	0.383584903	41.64075676	13.7318265	174.85318	0.268973	122.1722	9.55499	53.7901	3.33543	1.370867952	0	2.40442	0	2.448041472	17.4509	1.560274031	2.380841	0.806791	6.60412597	3.44665923	0.601218527	11.91862118	17.548224	2.548515225	3.35441117	0.985511445	2.348262316	0.620915	2.26272296	57.6988	6.31712375	4.57611398	0.129386	16.794032529	0	0	0	0	0	10.1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9582
ZNF583	0	0	0.3239083	0	0	5.63087	0	0	0	23.26583	0	19.65526	0	0.4546154	3.172102	3.324955	1.612248	0.16583742	43.592	3.207765	34.0603	0	37.18941	0.09030873	0	0.07790268	10.93738	0	34.074	0	0.13537145	23.659355	25.334	0	0	1.2608822	15.8793	16.6969	0.3064366	0.18429594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF584	0	30.8928	0	278.547	0	0	0	0.37785	7.94559	0.4711	0	0	0	0	0	16.3916	0	0	1.7772	0.165281	0.121308	49.0657	0	0	47.4717	0	20.6681	0	0.172024	19.8496	0	36.6676	9.5024	14.1043	0	0.0680894	6.38496	52.8303	69.9602	45.9705	0.780465	39.0404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF585A	0	0	0.585812881371	0.215910147933	0.86257116124	17.5252	0	0	1.45455383427	0	0	0.068445207417	1.02129126905	0	0	0.308041338666	1.80420220739	0.199937212231	0	0	0	3.40503299634	0	0	0	1.26687127263	0	0.0437474365375	0.137222141009	10.70520947871	0	0	10.0902	2.84962	5.00535	0.217099197046	0	1.00080118865	0.92360780438	2.03745506709	6.46226	11.9965275804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF585B	18.0202	22.5719	6.35855	13.4053	14.4838	2.3643	5.73522	0.916028	6.5396	11.5601	14.4456	26.7052	13.672	25.347	5.96256	10.9748	26.218	11.8195	2.52293	3.17854	2.79527	7.27717	6.80981	10.4765	1.74657	3.66054	4.8103	3.69374	2.82954	1.99511	5.16735	4.227	2.80472	2.40777	4.35193	17.2758	19.9445	2.36834	5.58926	1.43434	0.707079	2.0065	0	5.96348	0	0	11.1028	0	0	0	0	4.03873	0	0	15.6429	6.64024	0	0	0	0	2.89277	0	0
ZNF586	0	0	0	0	0	0	0	0.375871	14.2926	0.255925	0	0.140025	0	0	9.10862	0	0	0	0	0	0	0	0.19752	0	0	4.48265	0	0	0	0	0	0.123734	0.279082	0	0	0	0	0	14.7545	0	0	5.97526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF587	24.8359	4.31376	13.42667	26.62752	16.85654	7.61423	7.721	5.41466	0.642166	9.03417	7.35529	16.41709	11.15743	3.26655	2.291423	5.83369	7.68439	13.80019	13.7581	9.13503	6.03491	12.97148	6.613	6.27673	2.492413	7.26821	14.54774	8.75947	10.84949	28.36650538	2.487665	2.440225	19.79578	3.2268618296	7.1168	7.79951	9.55867	6.66545	7.27587	4.62665	3.02911	3.39374	0	0	13.85296	2.459005	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08804	0	2.306291	0
ZNF587B	7.25191	3.86546	2.58697	3.26239	6.83052	3.56526	0.455167	0.498756	1.44683	4.35456	3.09107	1.90017	2.56815	3.19274	1.52327	15.1377	3.42692	1.73791	0.222607	1.74326	0.808224	2.08341	1.11943	7.46498	0.345971	2.10884	0.98343	1.27293	0.914582	0.878931	1.63861	33.0326	1.09015	2.16911	3.75475	3.09401	1.83026	1.11156	4.04522	0.256011	0.399211	0.68577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0932	0	0	0
ZNF589	0	0.553465	0	1.85807	15.5532	0.893957	0.369918	0	0.178897	49.5749	72.3993	5.21851	1.44863	0.168436	45.5162	12.4077	0	1.22908	2.53055	0	1.66534	0.0634492	0.118789	0.334804	0.266454	2.4236	55.208	0.0537737	0	0.135833	0	0.0793115	11.0157	0	0.0549594	2.40249	0	3.52414	0	0.2277	2.68905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF592	1.37137	2.20678	0.287032	0.528988	0.281773	0.237393	0.884587	0.7885	14.5978	100.252	38.88	55.2713	6.27568	0.469706	16.9412	15.5328	23.4518	3.91834	53.1218	9.53331	57.9377	31.1705	3.69141	52.5807	26.7668	16.1506	20.2374	37.9999	22.0785	6.03456	55.5894	37.3331	69.4952	48.8169	27.0034	9.83662	35.575	11.2737	50.8617	27.0864	10.2882	15.5201	0	0	0	0	0	197.459	0	0	0	0	0	0	2.35853	14.0242	0	0	0	14.9677	2.18254	1.94791	0
ZNF593	449.447	3.69311	233.391	298.618	0	310.89	820.344	299.453	314.111	177.522	256.429	12.4894	176.84	214.125	198.227	321.741	159.677	445.607	162.115	416.054	0	212.544	425.466	231.064	263.164	373.203	232.738	169.869	1.5051	117.715	247.317	20.8783	215.553	166.467	75.0756	0.299357	346.571	207.151	92.4805	164.409	319.914	67.8033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873.32	0	0	0	1182.65	0
ZNF594	0.780574	1.69185	1.36301	5.52005	2.94485	0.827305	0	0.907643	0.243861	0.838525	1.14787	3.60318	1.13451	0.457894	1.19033	1.74679	1.63004	2.78317	0.986884	5.19167	0.680859	1.22147	1.07241	1.05983	0.294896	1.3636	0.544005	26.5834	0.346811	0.514837	0.409885	0.270468	0.381757	0.740358	3.62129	3.45863	0.254513	0.532366	0.0518799	0.496181	0.189069	0.309973	0	0	0	0	0	0	0	11.1155	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF595	3.41822	5.59419	0.482032	4.6438	16.3852	3.82394	0.445406	0.297866	1.07612	0.183164	8.94865	0.305056	6.65693	1.6073	0.254093	0.900948	1.84846	0.441389	8.71755	5.11343	0.754066	23.4631	0.270385	1.98932	0.713262	1.06205	0.947014	1.65475	0.882368	1.46766	0.120621	3.29697	0.133075	1.21845	0.81585	0.556772	0.457494	0.465499	0.85285	0.221644	0.275572	0.306599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF596	0	0	0	0.649798351405	0	0.3648220191	0	0.302430452855	0	4.33457566722	0.20142462247	52.2639	0	0	0	0	0	0	0	0.382999	0	1.47623	0	0.0819432853405	0	0	0	0	0	0	0	0	0	0	0	0	37.306828134	0	0.185340454444	0.055737711965	0.164284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF597	0	0	0	41.821	0	0	0	0	0	0	0	0	0	0	0	0	0.340705	0	0	0	4.90278	0	0	0	1.80873	0.1153	0	0	0	0	0	0	41.3251	0	0.547518	0	0	0	0	0	0	12.8259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF598	0	0.2763	51.0555	72.0862	9.5291	30.3469	29.9165	124.116	98.5963	93.6144	245.28	76.4742	73.3791	131.847	78.5152	62.8869	86.0458	75.3474	15.5693	30.1215	0.0791776	22.1724	76.3803	93.6654	131.901	82.734	89.0426	74.4675	63.8356	15.5286	75.0377	61.8452	42.5982	11.3584	47.9595	47.9302	31.5636	62.3857	137.339	11.64	27.0336	27.2504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.163
ZNF599	76.3644	0	0	0	0	0	0.802461	0	0	0	0	15.1566	0	0	28.5105	0.102751	0	0	0	9.38147	0	1.72077	0	0	0	0	0	0	0	0	0	21.6807	0	0	0.0596061	0.627375	0	0	0	0	1.70987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02063	0	0	0.183618	0	0.680636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF605	0	0.1468957	29.68163	0.1408615	0.1875796	17.06876	16.48832	22.17441	21.1482	17.80853	10.3009	11.9199	1.230204	16.61886	67.1982	11.74926	28.33183	0.260647	13.76501	16.76733	0.92584	11.6311	16.94369	22.1832	2.402573	2.875963	0.1365976	1.398877	8.38584	19.13305	39.9972	1.892724	36.35391	16.0371	22.05924	11.0234000002546	12.5835	10.58316332	4.177298	6.71922	3.098899	0.832992	0	0	3.282633	2.752349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF606	0	0	0	0.209036	0	0	24.7612	0	1.40817	0.848662	0.259135	0	0.912724	0	0	0.0745543	0.134363	0	0	16.0142	0.562062	0.849088	0	0	25.8878	0.045425	0	0	0	0.427831	10.8357	3.05956	0	0	0	10.4741	0	0	0	0	0	0	0	0	4.87051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF607	0	0	7.18172	0	0	0	0	0	0	0	0	0	0	0	0	0.236034	0	0	0	0	1.31798	0	0	0	0	0.766989	0	0	0.0467293	0	0	0.0658912	0	1.91649	0	0	0	0.0425794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF608	0	0	0	0	0	0	0	0	1.87609	0	0	0.343372	0	0	0	14.237	0.0994742	0	10.2164	10.2846	16.3246	2.69884	1.73127	8.71121	7.79671	21.1496	15.0479	6.74457	15.905	2.57377	3.6863	9.33707	4.85556	0	10.6769	5.88732	1.67379	23.1167	7.59208	0.50464	10.3247	0	0	0	0	0	0	0	0	47.7922	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF609	21.4551	0.104617	0.181428	31.6979	3.20589	15.5301	5.31177	15.513	6.88622	61.6614	67.3852	40.168	7.33735	67.5636	45.765	15.9417	38.6693	32.6926	17.4619	80.9836	29.6389	15.3031	24.9927	21.6482	35.9033	20.4308	33.5846	14.4362	9.64847	23.7582	26.6373	9.34298	30.6114	13.2327	29.1985	12.0653	43.6143	28.7917	34.3225	14.5965	4.60573	16.1885	0	0	0	0	0	1.80014	0	0	0	0	0	0	0	5.6989	0	0	5.09739	0	2.06951	0	0
ZNF610	0	3.9336575025	0.40407600663	19.380176942	0.60439058157	0	0.6063118292	0	0	4.183067571	0	0	0	0	0.7008057836	0	0	0	0.23881683073	4.072190995	0	2.0012720123	2.9450164119	4.9738872544	0	0	0	0	0.09215097351	0	0.657825498	0	29.4466179628148	5.2179480938	4.6722110324	0.298447	4.21033117586001	0.8257426921	0	0	1.0041725444	3.07068540539755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF611	0.8709795891	1.58206384549	39.48094628	7.0841226004	3.9874833176	1.584337147	0	0	1.05199658522	0.47696191014	0.749803751	0.70201470787	0.37363515771	0.2572431485	0.6486677354	3.33857924482	4.85791	4.7675227593	1.01842	0.74185128328	6.82686	6.9604156569	1.36696	0.61498098464	0.040431115196	2.14711546429	0.68401668529	4.34985930055	1.71393	1.540035745815	1.7219081089	5.8349715674	0.747017	1.46914324851	1.7127036965	0.211795489996	0.19519487618	0.152550453653	0.115982827363	1.11215658303	0	10.3019566816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF613	0	0.428941	4.46732	0.411569	2.19239	18.9543	0	0.382983	0.555453	0.477513	0.521442	0.522457	1.66734	4.26289	0.33148	1.20909	6.88374	0.381209	0.741724	0.335048	4.30355	1.96971	0.18426	1.86787	0.757717	21.6749	123.506	0.583353	2.52827	0.106414	0.0777928	0.86541	0	0.714796	1.53307	2.0015	0.0965911	0.694332	13.2668	0.423597	0.163255	0.15703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF614	0	0	0	0	0	0	0	23.4744	0	0	2.44832	0.05962	0	0	0.756974	0	0.241792	0.0870897	0	0	0	0	0.420803	0.56957	0.75504	0	0.0455999	0.0381162	0.0398498	0.0481205	2.59531	8.70789	1.10902	0	0.0389575	0.0315198	0	0	0	0	0	1.97355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF615	0	0	0	0	0	0	0	0.40594778969	0	0.25283555023	0	0	0	0	0	0	0	0.80736635411	0	0	0	0	0	0	0	0	0	0	0.046176186315	0.11152839349	26.531013348	0	14.8270868216	0.042084845521	0	0	8.655643779	0.455375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151849	0	0	0	9.76074	0	0	0	0	0	0	0	0	0.176147	0	0	0	0	0	0	0	3.89322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42788	0
ZNF618	1.43294	5.83022	0	0.126685	10.9766	21.4714	0.543997	34.6014	9.24569	62.196	38.9349	10.6564	14.2745	43.3839	18.1439	10.1023	35.7144	41.5746	82.0761	10.8245	61.5937	44.1814	7.94957	16.3997	43.2367	46.5546	6.02227	23.2697	25.2497	21.9363	63.8118	40.5271	37.9245	20.6216	57.763	10.1852	95.203	65.5543	78.599	26.9839	8.30329	17.0435	0	0	0	5.55381	0	0	1.91475	0	2.93091	2.72792	0	0	2.11194	1.79433	0	2.43262	4.81484	0	1.95487	0	0
ZNF619	12.9549	1.46503	3.25674	5.66034	5.44217	9.62785	1.35087	4.27216	0.625332	6.43035	3.29664	17.70799	1.82952	8.87694	1.25978	6.02649	3.7875	1.6306	1.47479	7.20862	2.41045	16.565	3.7608	3.69298	1.96294	2.55686	3.34818	1.47875	5.68175	3.49552	1.3989	12.5308	0.905946	3.96043	5.15976	1.62244	1.00549	3.21176	1.46791	1.26972	0.779233	2.02181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.411	0	0	0
ZNF620	0	0	2.89666636	3.03751429	6.5569411	0.45396745	0	0.347531101	0.51356019	0.63649861	1.00675119	0.87870791	1.81276993	5.1528019	0.295070632	1.78669744	0.82315333	3.40447187	3.56084242	6.0297973	1.9430442	0.68822182	1.87876688	1.59119084	2.74039239	6.0450464	1.70985378	4.2349216	0.93943333	1.71074271	0.49161515	25.132375	0.65646853	2.80041952	1.57860338	0.64397928	0.210713674	28.999	0.45350461	0.71916806	1.388302	1.3458766	0	0	0	0	0	0	0	0	0	0	9.3258392	0	0	3.4019729	0	0	0	0	0	6.6330187	0
ZNF621	18.5169	17.9168	7.49258	38.547	26.8935	13.7172	0.173505	7.72756	1.85653	7.90753	24.604	13.6838	8.92069	8.16852	4.37759	22.9143	26.5967	9.0918038	5.46836	14.1718	10.1445	4.22505	8.78229	13.0805	19.8451	4.75813	9.47565	10.9484	11.09	11.5667	4.56565	4.68859	23.9716	5.76261	11.8031	9.58059	8.51322	9.08806	11.5405	2.67713	2.76224	3.37377	0	0	0	0	0	0	0	0	0	0	0	7.92881	0	0	0	0	0	0	0	0	0
ZNF622	0	9.87621	134.177	5.01847	0	0	1.55437	273.817	62.915	37.8526	0.345838	0.177106	81.1192	0	164.893	0	108.751	154.194	64.2629	13.3802	0	71.1956	104.892	31.7572	8.18199	10.0822	0	137.452	0	20.9861	59.0236	51.8974	202.03	183.494	64.1239	76.2446	20.2654	70.4814	12.7278	118.109	48.7391	68.4004	0	796.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF623	19.3709171	0	107.66376	0	13.15050538	76.075694	0	0	0.150451	0	36.4478012	0.284602213	8.08447	5.55350823	0	3.20224598	70.1146422	0	40.4588	68.15754	79.7910303	13.03240111	4.0170718	0	22.7957328	24.0954863	0.0544065388	8.917748	13.83595659	16.1685	36.1839597	0.1340898104	21.9636	2.45761	4.97296062	6.69893	0	0	2.43219508	12.4904	26.4965418	4.75235264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6207988	0	0
ZNF624	0	0	0	0	3.60192	0	0	0	0	0	2.57925	0	0	0	0	0	2.94218	0	0	0	0	0	0	0	0	0	0	0	0	0.159688	0	0	0	0	0	0	0.0977849	0.613699	0.0593347	0.0356982	1.3444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF625	0	0	16.427662	0.5704307	0.7992373	0.6678994	63.1245	4.669952	0.3833989	2.7798867	18.6946	6.220568	1.0579274	0.7357139	0	0.45983215	0.9864912	1.4522929	1.1559249	0	0	0.40915502	1.80071	0.30046766	0.35994733	0.48732589	0	1.8267102	0.12154682	0.5808511	16.8333	0.33784184	1.3105558	0.8772641	2.4249588	0.37926896	0	6.27162	3.979267	0.11967648	0.19768097	0.12266685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF625-ZNF20	0	0	0	0	0	0	1.14415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205315	0	0	0	2.84088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF626	10.64133	18.5449	2.61671	8.2351	10.2759	4.3207	4.46988	1.9019	5.12498	12.05885	3.78778	0.873218	5.69956	5.25834	2.29922	4.71834	12.95777	5.16862	0.971479	6.82196	3.91088	3.887862	2.04911	4.017465	1.97857	7.54069	2.41379	1.802735	3.192848	13.43274	4.21185	11.93721	2.55585	2.21315	4.0932	0.904548	3.144162	3.97842	1.58224	1.03268	0.502029	1.20954	0	0	3.33723	2.79817	0	0	0	0	4.43123	0	0	0	12.8912	0	0	0	0	0	3.026	0	0
ZNF627	0	0	0	46.8988	0	0.353421	30.2675	2.34401	0	0	0	0	0	0	3.0412	0	23.6811	0	0.0810789	0	0	0	0	0	1.70654	14.5115	0	2.29516	0	0	0.594928	68.2968	0	5.22506	0	0	4.21318	1.39329	7.90029	17.7655	0	11.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79718	12.2559
ZNF628	5.96925	0	0	0	0	18.1143	0	0.858703	3.72799	0	3.28678	0.14618	9.98211	0	17.63	6.66141	0	0	9.38731	0	11.0891	0.110188	0.103163	2.15211	1.61974	4.55967	20.9019	0.65394	8.05866	1.17967	0.305022	6.68058	24.0355	2.22558	0.190961	14.2571	10.7794	0	0.788979	0	0	8.04826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.2247	0	0
ZNF629	0.618594	0	0	7.01788	0	5.46404	0.199586	26.5484	24.9749	16.3629	1.9528	7.80607	35.9612	24.5289	13.0242	16.9496	11.0443	23.473	32.3855	0	2.18224	0.991929	14.5446	14.5306	45.5236	3.67082	22.2912	25.4274	24.5778	9.37885	25.6892	61.2407	3.46726	37.7273	19.0763	3.02351	33.9055	83.9226	28.2207	7.44632	5.60159	1.74858	0	0	0	2.79865	0	0	0	0	0	0	3.70915	0	0	0	0	0	0	0	0	2.63711	0
ZNF630	0	0	0	0	0	0	0	0	0	0.209703	0	0	0	0	0	0	0.465017	0	0	0	0	0	0.970949	0	0	0	0	0	0	0	0	0	0	0	0.748244	0	0	0	0	0	0.757928	13.1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
